Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Método de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Ventas,Cantidad,Descuento,Ganancia,
2635,US-2019-163874,11/01/19,12/01/19,Urgente,NG-19165,Noemí González,Cliente,San Pablo de las Salinas,México,México,Norte,MOB-LI-10002222,Mobiliario,Librerías,"Dania Conjunto de estantes, Convencional",4516,5,0.2,-1073,
2636,US-2019-163874,11/01/19,12/01/19,Urgente,NG-19165,Noemí González,Cliente,San Pablo de las Salinas,México,México,Norte,TEC-TE-10001761,Tecnología,Teléfonos,"Apple Auriculares, Al por mayor",2445,5,0,880,
2637,US-2019-163874,11/01/19,12/01/19,Urgente,NG-19165,Noemí González,Cliente,San Pablo de las Salinas,México,México,Norte,MAT-AL-10001823,Material de oficina,Almacenamiento,"Smead Casilleros, Azul",13228,10,0,2380,
2638,US-2019-163874,11/01/19,12/01/19,Urgente,NG-19165,Noemí González,Cliente,San Pablo de las Salinas,México,México,Norte,MAT-EL-10000663,Material de oficina,Electrodomésticos,"KitchenAid Molinillo de café, Negro",1398,3,0,321,
3002,MX-2022-120425,02/07/22,09/07/22,Estándar,GG-15265,Gabriela Guerrero,Empresa,San Pablo de las Salinas,México,México,Norte,MOB-MO-10000239,Mobiliario,Mobiliario,"Rubvermaid Tope para puertas, Surtido",350.88,2,0.4,40.88,
7551,MX-2020-115070,17/04/20,21/04/20,Estándar,ED-14065,Elba Durán,Cliente,San Pablo de las Salinas,México,México,Norte,MAT-AR-10004818,Material de oficina,Arte,"Stanley Lienzos, Al por mayor",1658,5,0,447,
7552,MX-2020-115070,17/04/20,21/04/20,Estándar,ED-14065,Elba Durán,Cliente,San Pablo de las Salinas,México,México,Norte,MAT-GR-10002137,Material de oficina,Grapas,"Advantus Chinchetas, Metal",182.8,2,0,16.4,
7553,MX-2020-115070,17/04/20,21/04/20,Estándar,ED-14065,Elba Durán,Cliente,San Pablo de las Salinas,México,México,Norte,MAT-EL-10004539,Material de oficina,Electrodomésticos,"Breville Microondas, Blanco",7996,4,0,3357.6,
238,MX-2020-125234,15/09/20,20/09/20,Estándar,KÁ-17245,Katia Ávila,Cliente,Tlalnepantla,México,México,Norte,MAT-EL-10001422,Material de oficina,Electrodomésticos,"KitchenAid Horno, Negro",22783.2,6,0,7518,
295,MX-2020-133424,05/04/20,08/04/20,Urgente,KP-17230,Katia Pino,Cliente,Tlalnepantla,México,México,Norte,TEC-CO-10000804,Tecnología,Copiadoras,"Canon Fotocopiadora, Color",7014.7424,4,0.002,3007.5424,
296,MX-2020-133424,05/04/20,08/04/20,Urgente,KP-17230,Katia Pino,Cliente,Tlalnepantla,México,México,Norte,MAT-ET-10003841,Material de oficina,Etiquetas,"Hon Etiquetas de envío, Ajustable",185.4,3,0,29.4,
297,MX-2020-133424,05/04/20,08/04/20,Urgente,KP-17230,Katia Pino,Cliente,Tlalnepantla,México,México,Norte,MAT-SO-10003285,Material de oficina,Sobres,"Jiffy Cierre adhesivo, Rojo",157,1,0,29.8,
378,MX-2020-167794,29/11/20,03/12/20,Estándar,CS-12595,Constantina Sepúlveda,Cliente,Tlalnepantla,México,México,Norte,TEC-AC-10000024,Tecnología,Accesorios,"Enermax Tarjeta de memoria, Económico",2287.8,3,0,114,
566,MX-2022-100811,28/04/22,03/05/22,Estándar,EC-13795,Eleonor Carranza,Pequeña empresa,Tlalnepantla,México,México,Norte,MOB-LI-10003530,Mobiliario,Librerías,"Sauder Biblioteca, Metal",4128.96,2,0.2,206.16,
1041,MX-2020-140018,12/06/20,14/06/20,Rápido,HA-15700,Heidi Anaya,Cliente,Tlalnepantla,México,México,Norte,MAT-AL-10001001,Material de oficina,Almacenamiento,"Tenex Caja, Azul",330,3,0,36,
1042,MX-2020-140018,12/06/20,14/06/20,Rápido,HA-15700,Heidi Anaya,Cliente,Tlalnepantla,México,México,Norte,MOB-MO-10004363,Mobiliario,Mobiliario,"Advantus Bombilla, Negro",561.96,7,0.4,-112.84,
1130,MX-2022-165078,09/09/22,14/09/22,Estándar,GC-15160,Gloria Carrera,Cliente,Tlalnepantla,México,México,Norte,MOB-LI-10001734,Mobiliario,Librerías,"Ikea Conjunto de estantes, Negro",1831.36,2,0.2,480.56,
1131,MX-2022-165078,09/09/22,14/09/22,Estándar,GC-15160,Gloria Carrera,Cliente,Tlalnepantla,México,México,Norte,MAT-PA-10003145,Material de oficina,Papel,"Green Bar Papel de tipo pergamino, Paquete de 12",694,5,0,347,
1132,MX-2022-165078,09/09/22,14/09/22,Estándar,GC-15160,Gloria Carrera,Cliente,Tlalnepantla,México,México,Norte,MAT-CA-10004833,Material de oficina,Carpetas,"Cardinal Separadores, Transparente",44.8,1,0,19.6,
2391,US-2021-122917,13/07/21,17/07/21,Estándar,MR-18430,Marc Romo,Cliente,Tlalnepantla,México,México,Norte,MOB-MO-10004668,Mobiliario,Mobiliario,"Advantus Tope para puertas, Duradero",336.48,2,0.4,-196.32,
2392,US-2021-122917,13/07/21,17/07/21,Estándar,MR-18430,Marc Romo,Cliente,Tlalnepantla,México,México,Norte,MAT-AR-10000070,Material de oficina,Arte,"BIC Bolígrafos, Tamaños variados",1629.6,14,0,341.6,
2393,US-2021-122917,13/07/21,17/07/21,Estándar,MR-18430,Marc Romo,Cliente,Tlalnepantla,México,México,Norte,TEC-CO-10004297,Tecnología,Copiadoras,"HP Fax inalámbrico, Rojo",14307.7272,6,0.002,687.7272,
2394,US-2021-122917,13/07/21,17/07/21,Estándar,MR-18430,Marc Romo,Cliente,Tlalnepantla,México,México,Norte,TEC-AC-10001538,Tecnología,Accesorios,"Enermax Teclado, Negro",2231.2,4,0,1025.6,
2395,US-2021-122917,13/07/21,17/07/21,Estándar,MR-18430,Marc Romo,Cliente,Tlalnepantla,México,México,Norte,MOB-SI-10000743,Mobiliario,Sillas,"Novimex Silla plegable, Ajustable",1807.36,4,0.2,-429.44,
2790,MX-2022-167227,10/11/22,13/11/22,Urgente,RC-20440,Reinaldo Córdova,Empresa,Tlalnepantla,México,México,Norte,MAT-SU-10002090,Material de oficina,Suministros,"Elite Cizallas, Acero",1547,5,0,0,
3335,MX-2022-148285,05/09/22,09/09/22,Estándar,ÁU-10285,Águeda Urbina,Empresa,Tlalnepantla,México,México,Norte,MAT-CA-10003619,Material de oficina,Carpetas,"Avery Anillas, Económico",147,5,0,44,
3336,MX-2022-148285,05/09/22,09/09/22,Estándar,ÁU-10285,Águeda Urbina,Empresa,Tlalnepantla,México,México,Norte,MAT-ET-10003414,Material de oficina,Etiquetas,"Smead Etiquetas de envío, Duradero",240,3,0,74.4,
3769,MX-2019-166821,15/11/19,21/11/19,Estándar,AF-10120,Abril Ferrer,Pequeña empresa,Tlalnepantla,México,México,Norte,MAT-GR-10001997,Material de oficina,Grapas,"Stockwell Grapas, Al por mayor",208.2,3,0,49.8,
4282,MX-2021-105753,11/09/21,16/09/21,Rápido,LP-17785,Lara Porras,Empresa,Tlalnepantla,México,México,Norte,MAT-ET-10003696,Material de oficina,Etiquetas,"Hon Etiquetas con códigos de color, Rojo",757.8,9,0,363.6,
5068,MX-2019-156349,30/03/19,03/04/19,Estándar,RM-20365,Rafaela Marcos,Cliente,Tlalnepantla,México,México,Norte,TEC-TE-10003025,Tecnología,Teléfonos,"Nokia Teléfono de oficina, Azul",2605.2,6,0,963.6,
5787,MX-2021-147172,03/03/21,08/03/21,Estándar,DG-13435,Diana García,Cliente,Tlalnepantla,México,México,Norte,MAT-SO-10000727,Material de oficina,Sobres,"GlobeWeis Paquetes, Rojo",561.2,2,0,213.2,
6037,US-2021-123834,31/08/21,05/09/21,Estándar,FC-14950,Federico Carballo,Cliente,Tlalnepantla,México,México,Norte,MOB-MO-10003927,Mobiliario,Mobiliario,"Advantus Marco, Surtido",1778.88,4,0.4,-385.92,
6145,MX-2022-137995,21/11/22,25/11/22,Estándar,AC-10270,Adelina Castaneda,Cliente,Tlalnepantla,México,México,Norte,TEC-CO-10002971,Tecnología,Copiadoras,"Sharp Fotocopiadora, Rojo",3161.664,2,0.002,1514.064,
6573,MX-2022-123470,19/11/22,23/11/22,Estándar,HP-15910,Homero Paredes,Cliente,Tlalnepantla,México,México,Norte,MAT-CA-10003307,Material de oficina,Carpetas,"Ibico Anillas, Transparente",129,3,0,54,
6574,MX-2022-123470,19/11/22,23/11/22,Estándar,HP-15910,Homero Paredes,Cliente,Tlalnepantla,México,México,Norte,MAT-AR-10000318,Material de oficina,Arte,"Sanford Subrayadores, Al por mayor",534,5,0,90,
6575,MX-2022-123470,19/11/22,23/11/22,Estándar,HP-15910,Homero Paredes,Cliente,Tlalnepantla,México,México,Norte,MAT-ET-10000506,Material de oficina,Etiquetas,"Avery Etiquetas para carpetas de archivos, Rojo",417.2,7,0,145.6,
6764,MX-2022-148719,11/04/22,14/04/22,Urgente,MO-18730,Margarita Orellana,Cliente,Tlalnepantla,México,México,Norte,MAT-CA-10003118,Material de oficina,Carpetas,"Acco Encuadernadora, Reciclado",686,2,0,267.2,
6765,MX-2022-148719,11/04/22,14/04/22,Urgente,MO-18730,Margarita Orellana,Cliente,Tlalnepantla,México,México,Norte,MAT-EL-10001001,Material de oficina,Electrodomésticos,"Breville Batidora, Rojo",2406.4,4,0,865.6,
6766,MX-2022-148719,11/04/22,14/04/22,Urgente,MO-18730,Margarita Orellana,Cliente,Tlalnepantla,México,México,Norte,MAT-GR-10001652,Material de oficina,Grapas,"OIC Pasadores, Metal",400.8,4,0,112,
6767,MX-2022-148719,11/04/22,14/04/22,Urgente,MO-18730,Margarita Orellana,Cliente,Tlalnepantla,México,México,Norte,TEC-TE-10000846,Tecnología,Teléfonos,"Cisco Base de audio, Al por mayor",2428.8,2,0,412.8,
7702,MX-2022-111647,15/12/22,19/12/22,Rápido,MR-18205,Mafalda Rojo,Empresa,Tlalnepantla,México,México,Norte,MAT-CA-10004172,Material de oficina,Carpetas,"Ibico Carpeta, Duradero",339.6,3,0,94.8,
7703,MX-2022-111647,15/12/22,19/12/22,Rápido,MR-18205,Mafalda Rojo,Empresa,Tlalnepantla,México,México,Norte,TEC-TE-10003902,Tecnología,Teléfonos,"Apple Auriculares, Tamaño completo",2485,5,0,1118,
8035,MX-2021-118269,25/08/21,31/08/21,Estándar,LS-17695,Luciano Sosa,Cliente,Tlalnepantla,México,México,Norte,MAT-CA-10004242,Material de oficina,Carpetas,"Acco Cubierta de carpeta, Transparente",85.2,1,0,38.2,
8107,MX-2020-110730,03/10/20,07/10/20,Rápido,CM-12295,Celso Meza,Cliente,Tlalnepantla,México,México,Norte,MAT-GR-10002774,Material de oficina,Grapas,"OIC Grapadoras, Al por mayor",1186.2,9,0,57.6,
8245,MX-2020-128636,16/05/20,18/05/20,Urgente,DS-13705,Dino Saucedo,Empresa,Tlalnepantla,México,México,Norte,MAT-ET-10001394,Material de oficina,Etiquetas,"Avery Etiquetas con códigos de color, Blanco",354.4,4,0,0,
8246,MX-2020-128636,16/05/20,18/05/20,Urgente,DS-13705,Dino Saucedo,Empresa,Tlalnepantla,México,México,Norte,MOB-LI-10004718,Mobiliario,Librerías,"Safco Estante de esquina, Negro",804.32,1,0.2,-20.28,
8247,MX-2020-128636,16/05/20,18/05/20,Urgente,DS-13705,Dino Saucedo,Empresa,Tlalnepantla,México,México,Norte,MOB-MO-10002713,Mobiliario,Mobiliario,"Deflect-O Bombilla, Surtido",228.6,3,0.4,-145.2,
9303,MX-2022-124835,07/05/22,13/05/22,Estándar,VZ-21685,Valerio Zayas,Pequeña empresa,Tlalnepantla,México,México,Norte,MAT-AR-10004763,Material de oficina,Arte,"Stanley Subrayadores, Azul",294,3,0,114.6,
9304,MX-2022-124835,07/05/22,13/05/22,Estándar,VZ-21685,Valerio Zayas,Pequeña empresa,Tlalnepantla,México,México,Norte,MAT-ET-10001442,Material de oficina,Etiquetas,"Hon Etiquetas de envío, Rojo",447.6,6,0,49.2,
9631,MX-2022-101644,02/07/22,04/07/22,Urgente,HC-15865,Higinia Concepción,Cliente,Tlalnepantla,México,México,Norte,MAT-PA-10000954,Material de oficina,Papel,"Xerox Material de oficina, Multicolor",1546,5,0,200,
9632,MX-2022-152632,15/04/22,21/04/22,Estándar,LA-17905,Leopoldo Archuleta,Empresa,Tlalnepantla,México,México,Norte,MAT-CA-10000486,Material de oficina,Carpetas,"Cardinal Encuadernadora, Duradero",1025.4,3,0,133.2,
9771,MX-2022-122567,24/06/22,27/06/22,Rápido,RM-20365,Rafaela Marcos,Cliente,Tlalnepantla,México,México,Norte,MAT-AR-10003292,Material de oficina,Arte,"Stanley Rotuladores, Metal",156.4,1,0,57.8,
9772,MX-2022-122567,24/06/22,27/06/22,Rápido,RM-20365,Rafaela Marcos,Cliente,Tlalnepantla,México,México,Norte,MAT-SU-10004453,Material de oficina,Suministros,"Acme Cúter, Azul",252,1,0,126,
9936,MX-2021-141992,03/05/21,10/05/21,Estándar,FB-14590,Flavia Bravo,Empresa,Tlalnepantla,México,México,Norte,MOB-MO-10001078,Mobiliario,Mobiliario,"Advantus Bandeja apiladora, Surtido",211.44,2,0.4,35.04,
51,MX-2019-168662,14/10/19,19/10/19,Rápido,IE-16255,Inmaculada Escobar,Empresa,Toluca,México,México,Norte,MAT-SU-10002747,Material de oficina,Suministros,"Stiletto Abrecartas, Rectangular",668.8,4,0,287.2,
221,MX-2020-147382,05/12/20,08/12/20,Rápido,LÁ-17620,León Ávila,Empresa,Toluca,México,México,Norte,MAT-AL-10001817,Material de oficina,Almacenamiento,"Tenex Bandejas, Metal",1420.8,4,0,70.4,
222,MX-2020-147382,05/12/20,08/12/20,Rápido,LÁ-17620,León Ávila,Empresa,Toluca,México,México,Norte,MAT-EL-10003594,Material de oficina,Electrodomésticos,"Hoover Microondas, Blanco",8180.8,4,0,81.6,
223,MX-2020-147382,05/12/20,08/12/20,Rápido,LÁ-17620,León Ávila,Empresa,Toluca,México,México,Norte,MAT-ET-10002059,Material de oficina,Etiquetas,"Novimex Etiquetas de envío, Ajustable",177.6,3,0,1.2,
224,MX-2020-147382,05/12/20,08/12/20,Rápido,LÁ-17620,León Ávila,Empresa,Toluca,México,México,Norte,MAT-EL-10000939,Material de oficina,Electrodomésticos,"Hamilton Beach Horno, Rojo",7231.2,2,0,867.6,
225,MX-2020-147382,05/12/20,08/12/20,Rápido,LÁ-17620,León Ávila,Empresa,Toluca,México,México,Norte,MAT-AL-10003878,Material de oficina,Almacenamiento,"Fellowes Carpetas, Azul",1232,7,0,319.2,
226,MX-2020-147382,05/12/20,08/12/20,Rápido,LÁ-17620,León Ávila,Empresa,Toluca,México,México,Norte,TEC-CO-10000328,Tecnología,Copiadoras,"Brother Fotocopiadora, Rojo",5199.3804,3,0.002,2177.1804,
449,US-2020-110716,21/06/20,27/06/20,Estándar,BC-11740,Bartolomé Camacho,Cliente,Toluca,México,México,Norte,MOB-SI-10004970,Mobiliario,Sillas,"SAFCO Estora, Ajustable",1993.92,6,0.2,-374.88,
450,US-2020-110716,21/06/20,27/06/20,Estándar,BC-11740,Bartolomé Camacho,Cliente,Toluca,México,México,Norte,MAT-SU-10000999,Material de oficina,Suministros,"Fiskars Tijeras, Industrial",495.6,3,0,128.4,
451,US-2020-110716,21/06/20,27/06/20,Estándar,BC-11740,Bartolomé Camacho,Cliente,Toluca,México,México,Norte,MAT-CA-10002495,Material de oficina,Carpetas,"Acco Carpeta, Duradero",333,3,0,166.2,
729,MX-2019-106943,14/10/19,19/10/19,Estándar,AB-11350,Anselmo Batista,Empresa,Toluca,México,México,Norte,TEC-CO-10002540,Tecnología,Copiadoras,"Brother Tinta, Rojo",968.06,1,0.002,95.06,
744,US-2020-139990,21/12/20,23/12/20,Rápido,FJ-14830,Fernanda Juárez,Empresa,Toluca,México,México,Norte,MOB-MO-10000614,Mobiliario,Mobiliario,"Advantus Reloj, Negro",616.68,3,0.4,-113.52,
745,US-2020-139990,21/12/20,23/12/20,Rápido,FJ-14830,Fernanda Juárez,Empresa,Toluca,México,México,Norte,MAT-AR-10002477,Material de oficina,Arte,"Binney & Smith Rotuladores, Al por mayor",649.6,4,0,311.2,
746,US-2020-139990,21/12/20,23/12/20,Rápido,FJ-14830,Fernanda Juárez,Empresa,Toluca,México,México,Norte,MAT-SO-10001583,Material de oficina,Sobres,"Cameo Sobre de hebilla, Reciclado",55.4,1,0,23.2,
966,MX-2021-158358,22/08/21,29/08/21,Estándar,EL-14350,Eva Lara,Cliente,Toluca,México,México,Norte,MOB-SI-10000952,Mobiliario,Sillas,"Office Star Silla de playa, Rojo",887.04,3,0.2,55.44,
967,MX-2021-158358,22/08/21,29/08/21,Estándar,EL-14350,Eva Lara,Cliente,Toluca,México,México,Norte,MAT-AR-10004391,Material de oficina,Arte,"BIC Rotuladores, Tamaños variados",394.8,2,0,189.2,
1327,MX-2020-165764,07/09/20,12/09/20,Estándar,AD-10480,Anastasia Dávila,Cliente,Toluca,México,México,Norte,MOB-SI-10000485,Mobiliario,Sillas,"Novimex Estora, 2",624.96,2,0.2,202.96,
1328,MX-2020-165764,07/09/20,12/09/20,Estándar,AD-10480,Anastasia Dávila,Cliente,Toluca,México,México,Norte,MOB-SI-10000153,Mobiliario,Sillas,"Office Star Sillón, 2",12524.8,5,0.2,-1879.2,
1329,MX-2020-165764,07/09/20,12/09/20,Estándar,AD-10480,Anastasia Dávila,Cliente,Toluca,México,México,Norte,TEC-CO-10003901,Tecnología,Copiadoras,"HP Fotocopiadora personal, Color",6692.1888,8,0.002,1058.5888,
1330,MX-2020-165764,07/09/20,12/09/20,Estándar,AD-10480,Anastasia Dávila,Cliente,Toluca,México,México,Norte,MOB-SI-10004584,Mobiliario,Sillas,"Harbour Creations Silla de playa, 2",2384.48,7,0.2,536.48,
2449,MX-2020-149461,28/06/20,03/07/20,Estándar,EA-14185,Eugenio Aranda,Cliente,Toluca,México,México,Norte,MAT-ET-10001442,Material de oficina,Etiquetas,"Hon Etiquetas de envío, Rojo",74.6,1,0,8.2,
2450,MX-2020-149461,28/06/20,03/07/20,Estándar,EA-14185,Eugenio Aranda,Cliente,Toluca,México,México,Norte,MAT-CA-10001118,Material de oficina,Carpetas,"Wilson Jones Perforador, Duradero",589.8,3,0,253.2,
2451,MX-2020-149461,28/06/20,03/07/20,Estándar,EA-14185,Eugenio Aranda,Cliente,Toluca,México,México,Norte,TEC-TE-10002079,Tecnología,Teléfonos,"Apple Auriculares, Tamaños variados",1522.2,3,0,258.6,
2632,MX-2020-105662,27/11/20,04/12/20,Estándar,YS-21925,Yolanda Saavedra,Cliente,Toluca,México,México,Norte,MOB-MO-10004241,Mobiliario,Mobiliario,"Tenex Marco, Negro",879.84,2,0.4,73.04,
4454,MX-2022-142265,23/07/22,28/07/22,Estándar,TA-21310,Tomás Arredondo,Cliente,Toluca,México,México,Norte,MAT-SU-10003950,Material de oficina,Suministros,"Kleencut Cizallas, Azul",1247.2,4,0,236.8,
6270,MX-2021-161060,15/08/21,20/08/21,Estándar,CC-12880,Clotilde Carrillo,Empresa,Toluca,México,México,Norte,MAT-SO-10002251,Material de oficina,Sobres,"GlobeWeis Sobre empresarial, Plateado",921.2,7,0,394.8,
6367,MX-2019-131688,23/12/19,27/12/19,Estándar,AP-11230,Ara Puente,Cliente,Toluca,México,México,Norte,MAT-CA-10002699,Material de oficina,Carpetas,"Acco Cubierta de carpeta, Reciclado",364.8,4,0,32.8,
6368,MX-2019-131688,23/12/19,27/12/19,Estándar,AP-11230,Ara Puente,Cliente,Toluca,México,México,Norte,MAT-AL-10000618,Material de oficina,Almacenamiento,"Eldon Casilleros, Tamaño completo",2639.2,2,0,52.4,
6576,MX-2021-164154,23/07/21,26/07/21,Urgente,AN-10435,Agustín Negrete,Pequeña empresa,Toluca,México,México,Norte,MAT-PA-10003496,Material de oficina,Papel,"Xerox Material de oficina, Paquete de 12",982.2,3,0,353.4,
7764,MX-2021-133515,03/04/21,10/04/21,Estándar,ES-14515,Eulalia Sánchez,Cliente,Toluca,México,México,Norte,MAT-CA-10004788,Material de oficina,Carpetas,"Acco Separadores, Económico",114.4,2,0,30.8,
7765,MX-2021-133515,03/04/21,10/04/21,Estándar,ES-14515,Eulalia Sánchez,Cliente,Toluca,México,México,Norte,MAT-ET-10003662,Material de oficina,Etiquetas,"Harbour Creations Etiquetas con códigos de color, Rojo",593.6,7,0,141.4,
7772,MX-2021-164147,08/03/21,10/03/21,Rápido,CL-12640,Cintio Luján,Cliente,Toluca,México,México,Norte,TEC-AC-10000802,Tecnología,Accesorios,"Enermax Teclado, Blanco",2709,5,0,270,
7816,MX-2022-130890,25/09/22,29/09/22,Estándar,KL-17290,Kevin Lucio,Pequeña empresa,Toluca,México,México,Norte,TEC-AC-10002841,Tecnología,Accesorios,"Memorex Ratón, Económico",1878,10,0,130,
7817,MX-2022-130890,25/09/22,29/09/22,Estándar,KL-17290,Kevin Lucio,Pequeña empresa,Toluca,México,México,Norte,MOB-SI-10001415,Mobiliario,Sillas,"Hon Sillón, Ajustable",7354.08,3,0.2,827.28,
7818,MX-2022-130890,25/09/22,29/09/22,Estándar,KL-17290,Kevin Lucio,Pequeña empresa,Toluca,México,México,Norte,MOB-LI-10003781,Mobiliario,Librerías,"Ikea Vitrina, Metal",1513.6,2,0.2,-284,
8661,MX-2022-110296,28/10/22,03/11/22,Estándar,JD-16630,Justo Díaz,Empresa,Toluca,México,México,Norte,MAT-CA-10004242,Material de oficina,Carpetas,"Acco Cubierta de carpeta, Transparente",340.8,4,0,152.8,
8920,MX-2020-106166,29/09/20,01/10/20,Rápido,AC-10540,Alan Cadena,Cliente,Toluca,México,México,Norte,MAT-AR-10004121,Material de oficina,Arte,"Binney & Smith Subrayadores, Azul",663.6,6,0,118.8,
8921,MX-2020-106166,29/09/20,01/10/20,Rápido,AC-10540,Alan Cadena,Cliente,Toluca,México,México,Norte,MOB-SI-10004970,Mobiliario,Sillas,"SAFCO Estora, Ajustable",332.32,1,0.2,-62.48,
1769,MX-2022-156321,10/09/22,15/09/22,Estándar,HG-16060,Hugo Gámez,Cliente,Apatzingán de la Constitución,Michoacán,México,Norte,MAT-GR-10003107,Material de oficina,Grapas,"Accos Pasadores, Al por mayor",484,5,0,67,
1996,US-2019-121636,14/04/19,16/04/19,Urgente,HA-16075,Higinio Anguiano,Cliente,Apatzingán de la Constitución,Michoacán,México,Norte,MOB-LI-10003669,Mobiliario,Librerías,"Bush Biblioteca, Metal",1940.16,1,0.2,-97.04,
1997,US-2019-121636,14/04/19,16/04/19,Urgente,HA-16075,Higinio Anguiano,Cliente,Apatzingán de la Constitución,Michoacán,México,Norte,MOB-SI-10003897,Mobiliario,Sillas,"Hon Silla plegable, Negro",842.56,2,0.2,41.76,
4026,MX-2021-124723,18/06/21,22/06/21,Estándar,LV-17470,Leire Velázquez,Pequeña empresa,Apatzingán de la Constitución,Michoacán,México,Norte,MAT-ET-10004985,Material de oficina,Etiquetas,"Avery Etiquetas para documentos legales, Ajustable",862.4,14,0,100.8,
3592,MX-2020-147977,11/05/20,16/05/20,Estándar,MT-18520,Marta Tovar,Cliente,Lázaro Cárdenas,Michoacán,México,Norte,TEC-AC-10001690,Tecnología,Accesorios,"Belkin Teclado, Negro",1159.2,3,0,498,
3593,MX-2020-147977,11/05/20,16/05/20,Estándar,MT-18520,Marta Tovar,Cliente,Lázaro Cárdenas,Michoacán,México,Norte,MAT-SO-10001188,Material de oficina,Sobres,"Ames Cierre adhesivo, Reciclado",349.8,3,0,90.6,
5388,MX-2021-141901,19/11/21,25/11/21,Estándar,CG-12550,Claudio Gil,Cliente,Lázaro Cárdenas,Michoacán,México,Norte,TEC-AC-10000666,Tecnología,Accesorios,"Belkin Ratón, Programable",2251.2,8,0,404.8,
5389,MX-2021-141901,19/11/21,25/11/21,Estándar,CG-12550,Claudio Gil,Cliente,Lázaro Cárdenas,Michoacán,México,Norte,MAT-SO-10001188,Material de oficina,Sobres,"Ames Cierre adhesivo, Reciclado",583,5,0,151,
5390,MX-2021-141901,19/11/21,25/11/21,Estándar,CG-12550,Claudio Gil,Cliente,Lázaro Cárdenas,Michoacán,México,Norte,TEC-MÁ-10002167,Tecnología,Máquinas,"Konica Calculadora, Multicolor",1032.6,3,0,351,
5634,MX-2021-122371,10/07/21,15/07/21,Estándar,JO-16735,Jeremías Orozco,Cliente,Lázaro Cárdenas,Michoacán,México,Norte,MAT-AL-10000618,Material de oficina,Almacenamiento,"Eldon Casilleros, Tamaño completo",2639.2,2,0,52.4,
8043,MX-2021-110331,05/12/21,10/12/21,Estándar,MA-18370,Manuela Armenta,Cliente,Lázaro Cárdenas,Michoacán,México,Norte,MAT-SO-10001144,Material de oficina,Sobres,"Cameo Sobre empresarial, 50",565,5,0,186,
8811,MX-2020-129560,02/10/20,07/10/20,Estándar,RB-20230,Raquel Barreto,Empresa,Lázaro Cárdenas,Michoacán,México,Norte,TEC-TE-10000109,Tecnología,Teléfonos,"Motorola Cargador, Al por mayor",4285.2,1,0,1756.8,
1318,MX-2021-133536,24/08/21,29/08/21,Estándar,FP-14545,Fátima Pina,Empresa,Heroica Zitácuaro,Michoacán,México,Norte,MAT-AL-10001856,Material de oficina,Almacenamiento,"Smead Caja, Azul",215.4,3,0,85.8,
2154,MX-2022-141194,23/07/22,27/07/22,Estándar,GC-15130,Gerardo Carrillo,Cliente,Heroica Zitácuaro,Michoacán,México,Norte,MAT-AR-10000611,Material de oficina,Arte,"Boston Sacapuntas, Al por mayor",389.6,2,0,151.6,
5512,MX-2019-168928,29/05/19,29/05/19,Mismo día,RV-20500,Regina Vega,Cliente,Heroica Zitácuaro,Michoacán,México,Norte,TEC-AC-10004403,Tecnología,Accesorios,"Logitech Ratón, Blanco",541.8,3,0,102.6,
8774,US-2022-167178,01/05/22,08/05/22,Estándar,SA-20845,Samuel Alemán,Cliente,Heroica Zitácuaro,Michoacán,México,Norte,MOB-SI-10004577,Mobiliario,Sillas,"Office Star Silla plegable, Rojo",978.24,2,0.2,-110.16,
9684,MX-2021-143210,22/09/21,28/09/21,Estándar,MC-18760,Mauro Cortés,Cliente,Heroica Zitácuaro,Michoacán,México,Norte,MAT-AL-10000436,Material de oficina,Almacenamiento,"Tenex Casilleros, Azul",6805,5,0,748,
9685,MX-2021-143210,22/09/21,28/09/21,Estándar,MC-18760,Mauro Cortés,Cliente,Heroica Zitácuaro,Michoacán,México,Norte,MAT-GR-10000730,Material de oficina,Grapas,"Accos Grapas, Al por mayor",219,3,0,81,
9686,MX-2021-143210,22/09/21,28/09/21,Estándar,MC-18760,Mauro Cortés,Cliente,Heroica Zitácuaro,Michoacán,México,Norte,MAT-SO-10004613,Material de oficina,Sobres,"Jiffy Sobre de tipo Manila, Rojo",985,5,0,492,
1286,MX-2019-132605,03/11/19,05/11/19,Rápido,AH-11305,Ariadna Hernández,Pequeña empresa,Lázaro Cárdenas,Michoacán,México,Norte,TEC-TE-10001830,Tecnología,Teléfonos,"Samsung Teléfono inteligente, Tamaños variados",3362.4,4,0,739.2,
172,MX-2021-141446,23/03/21,29/03/21,Estándar,LF-17500,Leticia Flórez,Cliente,Morelia,Michoacán,México,Norte,MAT-CA-10001185,Material de oficina,Carpetas,"Acco Separadores, Transparente",107.2,2,0,44.8,
173,MX-2021-141446,23/03/21,29/03/21,Estándar,LF-17500,Leticia Flórez,Cliente,Morelia,Michoacán,México,Norte,TEC-CO-10002970,Tecnología,Copiadoras,"HP Tinta, 2",3425.136,4,0.002,610.736,
